name,field,subcategory,mbti
Karen Kilgariff,Entertainment,Komedian,INTP
Karen Strassman,Entertainment,Pengisi Suara,INFJ
Karim abd el aziz,Entertainment,Aktor/Aktres,ISTP
Karin Isobe,Entertainment,Pengisi Suara,ENTP
Karisma Kapoor,Entertainment,Aktor/Aktres,ISFJ
Karl Urban,Entertainment,Aktor/Aktres,ESTP
Karlie Kloss,Entertainment,Model,ENFJ
Karol Lucero,Entertainment,Pembawa Acara,ESFP
Kasia Lenhardt,Entertainment,Model,ESFP
Kasumi Arimura,Entertainment,Aktor/Aktres,ISFJ
Kat Dennings,Entertainment,Aktor/Aktres,ENFP
Kat Graham,Entertainment,Aktor/Aktres,INFJ
Kate Beckinsale,Entertainment,Aktor/Aktres,INFJ
Kate Berlant,Entertainment,Komedian,ENTP
Kate Bosworth,Entertainment,Aktor/Aktres,ISFP
Kate del Castillo,Entertainment,Aktor/Aktres,ESTP
Kate Flannery,Entertainment,Aktor/Aktres,ENTP
Kate Higgins,Entertainment,Pengisi Suara,ESFJ
Kate Hudson,Entertainment,Aktor/Aktres,ESFJ
Kate Mara,Entertainment,Aktor/Aktres,ISFJ
Kate McKinnon,Entertainment,Aktor/Aktres,ENTP
Kate Micucci,Entertainment,Komedian,INFP
Kate Moss,Entertainment,Model,ISTP
Kate Mulgrew,Entertainment,Aktor/Aktres,ENFJ
Kate Siegel,Entertainment,Aktor/Aktres,ISTP
Kate Walsh,Entertainment,Aktor/Aktres,ENFJ
Kate Winslet,Entertainment,Aktor/Aktres,ENFJ
Katee Sackhoff,Entertainment,Aktor/Aktres,ESTP
Katey Sagal,Entertainment,Aktor/Aktres,ENFP
Katharine Hepburn,Entertainment,Industri Film,ENTJ
Katharine Isabelle,Entertainment,Aktor/Aktres,ENFP
Katharine McPhee,Entertainment,Aktor/Aktres,ISFP
Katharine Ross,Entertainment,Industri Film,ISFP
Katherine Heigl,Entertainment,Aktor/Aktres,ESTJ
Katherine Langford,Entertainment,Aktor/Aktres,ENFP
Katherine McNamara,Entertainment,Aktor/Aktres,ENFJ
Katherine Parkinson,Entertainment,Aktor/Aktres,ISFJ
Katherine Ryan,Entertainment,Komedian,ESFP
Katherine Waterston,Entertainment,Aktor/Aktres,INTP
Katheryn Winnick,Entertainment,Aktor/Aktres,ESTP
Kathleen Kennedy,Entertainment,Film & TV Crew,ESFJ
Kathleen Turner,Entertainment,Aktor/Aktres,ENFJ
Kathryn Bernardo,Entertainment,Aktor/Aktres,ESFJ
Kathryn Bigelow,Entertainment,Sutradara Film,INTJ
Kathryn Gallagher,Entertainment,Aktor/Aktres,ESTP
Kathryn Hahn,Entertainment,Aktor/Aktres,ENTP
Kathryn Newton,Entertainment,Aktor/Aktres,ESFJ
Kathy Bates,Entertainment,Aktor/Aktres,ESFJ
Kathy Griffin,Entertainment,Komedian,ESTP
Kathy Najimy,Entertainment,Aktor/Aktres,ENFJ
Katia Follesa,Entertainment,Pembawa Acara,ENFP
Katie Cassidy,Entertainment,Aktor/Aktres,ESFP
Katie Douglas,Entertainment,Aktor/Aktres,INFJ
Katie Holmes,Entertainment,Aktor/Aktres,ISFJ
Katie Leung,Entertainment,Aktor/Aktres,INFJ
Katie McGrath,Entertainment,Aktor/Aktres,ENTP
Katie Stevens,Entertainment,Aktor/Aktres,ESFJ
Katja Schuurman,Entertainment,Aktor/Aktres,ESFP
Katsuhisa Hōki,Entertainment,Pengisi Suara,ESFJ
Katsuhisa Namase,Entertainment,Aktor/Aktres,ISFP
Katsuyuki Konishi,Entertainment,Pengisi Suara,INTP
Katt Williams,Entertainment,Komedian,ENTP
Katy Mixon,Entertainment,Aktor/Aktres,ESFJ
Katy Wix,Entertainment,Aktor/Aktres,INFJ
Kay Lertsittichai,Entertainment,Aktor/Aktres,ESTP
Kaya Kiyohara,Entertainment,Aktor/Aktres,ISFJ
Kaya Scodelario,Entertainment,Aktor/Aktres,ENFP
Kaya Yanar,Entertainment,Komedian,ENFP
Kaycee Stroh,Entertainment,Aktor/Aktres,ESFJ
Kayla Cromer,Entertainment,Aktor/Aktres,ENFP
Kaylee Bryant,Entertainment,Aktor/Aktres,INFP
Kazama Shunsuke,Entertainment,Aktor/Aktres,ESFP
Kazuhiko Inoue,Entertainment,Pengisi Suara,ENFP
Kazuki Kato,Entertainment,Pengisi Suara,ENFJ
Kazuki Kitamura,Entertainment,Aktor/Aktres,ISFP
Kazuyuki Okitsu,Entertainment,Pengisi Suara,ENFP
KC Armstrong,Entertainment,Pembawa Acara,ESTP
KC Concepcion,Entertainment,Aktor/Aktres,ENFP
Ke Huy Quan,Entertainment,Aktor/Aktres,ENFP
Keala Settle,Entertainment,Aktor/Aktres,ENFJ
Keanu Reeves,Entertainment,Aktor/Aktres,INFP
Keegan-Michael Key,Entertainment,Komedian,ENFP
Kei Hosogai,Entertainment,Pengisi Suara,ENFP
Kei Tanaka,Entertainment,Aktor/Aktres,ESFP
Keiji Fujiwara,Entertainment,Pengisi Suara,INTP
Keiji Kuroki,Entertainment,Aktor/Aktres,ISTP
Keiko Kitagawa,Entertainment,Aktor/Aktres,ISTJ
Keir Gilchrist,Entertainment,Aktor/Aktres,ISFJ
Keira Knightley,Entertainment,Aktor/Aktres,ENFP
Keita Machida,Entertainment,Aktor/Aktres,ENFJ
Keith David,Entertainment,Aktor/Aktres,INFJ
Keith Silverstein,Entertainment,Pengisi Suara,INFJ
Keiynan Lonsdale,Entertainment,Aktor/Aktres,INFP
Keke Palmer,Entertainment,Aktor/Aktres,ENFJ
Kel Mitchell,Entertainment,Aktor/Aktres,ESFP
Kellen Goff,Entertainment,Pengisi Suara,ISFP
Kelli Berglund,Entertainment,Aktor/Aktres,ESFJ
Kelly Hu,Entertainment,Aktor/Aktres,ESFJ
Kelly Macdonald,Entertainment,Aktor/Aktres,ENTJ
Kelly Marie Tran,Entertainment,Aktor/Aktres,INFJ
Kelly Osbourne,Entertainment,Aktor/Aktres,ENFP
Kelly Preston,Entertainment,Aktor/Aktres,ESFJ
Kelly Reilly,Entertainment,Aktor/Aktres,ESFJ
Kelly Ripa,Entertainment,Pembawa Acara,ESFJ
Kelly Sheridan,Entertainment,Pengisi Suara,ENFP
Kelsey Grammer,Entertainment,Aktor/Aktres,ESTJ
Kelvin Harrison Jr.,Entertainment,Aktor/Aktres,INFP
Kemal Palevi,Entertainment,Komedian,ENFP
Kemal Sunal,Entertainment,Aktor/Aktres,INTJ
Ken Burns,Entertainment,Sutradara Film,ISFJ
Ken Jeong,Entertainment,Aktor/Aktres,ENTP
Ken Russell,Entertainment,Sutradara Film,INFP
Ken Shimura,Entertainment,Komedian,ESFP
Ken Watanabe,Entertainment,Aktor/Aktres,INFJ
Kenan İmirzalıoğlu,Entertainment,Aktor/Aktres,ENFJ
Kenan Thompson,Entertainment,Aktor/Aktres,ENTP
Kendra Wilkinson,Entertainment,Model,ESTP
Kengo Kawanishi,Entertainment,Pengisi Suara,INTJ
Kenichi Suzumura,Entertainment,Pengisi Suara,ESFP
Kenji Nojima,Entertainment,Pengisi Suara,ENFP
Kenjiro Tsuda,Entertainment,Pengisi Suara,ISTP
KENN,Entertainment,Pengisi Suara,ENFJ
Kenneth Branagh,Entertainment,Aktor/Aktres,ENFJ
Kenneth Lonergan,Entertainment,Sutradara Film,INFJ
Kenny Baker,Entertainment,Aktor/Aktres,ISFJ
Kenny Ortega,Entertainment,Sutradara Film,ENFJ
kenny sebastian,Entertainment,Komedian,ESTP
Kenshi Okada,Entertainment,Aktor/Aktres,INFP
Kenshō Ono,Entertainment,Pengisi Suara,INFP
Kenta Miyake,Entertainment,Pengisi Suara,ENFP
Kenta Suga,Entertainment,Aktor/Aktres,ENFP
Kentarō Itō,Entertainment,Aktor/Aktres,ISTP
Kentaro Sakaguchi,Entertainment,Aktor/Aktres,INFJ
Kento Hayashi,Entertainment,Aktor/Aktres,INTP
Kento Itou,Entertainment,Pengisi Suara,ISFP
Kento Yamazaki,Entertainment,Aktor/Aktres,INFP
Kerem Bürsin,Entertainment,Aktor/Aktres,ENFJ
Keri Russell,Entertainment,Aktor/Aktres,INFJ
Kerry O'Malley,Entertainment,Aktor/Aktres,ISFJ
Kerry Washington,Entertainment,Aktor/Aktres,ENFJ
Kerryn Feehan,Entertainment,Komedian,ENTJ
"Ketsepsawat ""NaNake""Palagawong na Ayutthaya  (น้าเน็ก)",Entertainment,Pembawa Acara,ESTP
Kev Adams,Entertainment,Aktor/Aktres,ENFP
Kevin Bacon,Entertainment,Aktor/Aktres,INFP
Kevin Bridges,Entertainment,Komedian,ENTP
Kevin Chamberlin,Entertainment,Aktor/Aktres,ISFJ
Kevin Conroy,Entertainment,Pengisi Suara,ENFP
Kevin Costner,Entertainment,Aktor/Aktres,ISFP
Kevin Feige,Entertainment,Film & TV Crew,ENTJ
Kevin Hart,Entertainment,Aktor/Aktres,ESFP
Kevin James,Entertainment,Aktor/Aktres,ESFP
Kevin McCaffrey,Entertainment,Komedian,INTP
Kevin Michael Richardson,Entertainment,Pengisi Suara,ESFJ
Kevin Nealon,Entertainment,Aktor/Aktres,ENTP
Kevin Smith,Entertainment,Sutradara Film,ENFP
Kevin Sorbo,Entertainment,Aktor/Aktres,ESTP
Kevin Spacey,Entertainment,Aktor/Aktres,ESTP
Kevin Vechiatto,Entertainment,Aktor/Aktres,INTP
Khoi Dao,Entertainment,Pengisi Suara,ENFP
Khosrow Shakibai,Entertainment,Aktor/Aktres,INFJ
Ki Hong Lee,Entertainment,Aktor/Aktres,ESFJ
Kiana Madeira,Entertainment,Aktor/Aktres,ENFJ
Kid Fury,Entertainment,Pembawa Acara,ISFP
Kiefer Sutherland,Entertainment,Aktor/Aktres,ESTJ
Kieran Culkin,Entertainment,Aktor/Aktres,ENTP
Kiernan Shipka,Entertainment,Aktor/Aktres,ENFP
Kike Morandé,Entertainment,Pembawa Acara,ESTJ
Kiki Layne,Entertainment,Aktor/Aktres,ESTP
Kiko Mizuhara,Entertainment,Aktor/Aktres,ENFP
Kiko Pissolato,Entertainment,Aktor/Aktres,ENTP
Kikuko Inoue,Entertainment,Pengisi Suara,ISFJ
Kikunosuke Toya,Entertainment,Pengisi Suara,ESTP
Kiky Saputri,Entertainment,Komedian,ENTP
Kim Basinger,Entertainment,Aktor/Aktres,ISFP
Kim Bo-ra,Entertainment,Aktor/Aktres,ISFP
Kim Bum,Entertainment,Aktor/Aktres,INTJ
Kim Byung-chul,Entertainment,Aktor/Aktres,ISFJ
Kim Cattrall,Entertainment,Aktor/Aktres,ENFJ
Kim Chiu,Entertainment,Aktor/Aktres,ENFP
Kim Da-mi,Entertainment,Aktor/Aktres,INFP
Kim Dong-hee,Entertainment,Aktor/Aktres,INFP
Kim Dong-Wook,Entertainment,Aktor/Aktres,ISFP
Kim Eun-Sook,Entertainment,Sutradara Film,ENFJ
Kim Go-eun,Entertainment,Aktor/Aktres,INFP
Kim Hye-soo,Entertainment,Aktor/Aktres,ENFJ
Kim Hye-yoon,Entertainment,Aktor/Aktres,ENFJ
Kim Hyun-joong,Entertainment,Aktor/Aktres,ISTP
Kim Hyun-soo,Entertainment,Aktor/Aktres,ISFP
Kim Jae-Kyung (ex-Rainbow),Entertainment,Aktor/Aktres,ENFJ
Kim Jae-wook,Entertainment,Aktor/Aktres,INFJ
Kim Jeong-hoon,Entertainment,Aktor/Aktres,ENTP
Kim Ji Eun,Entertainment,Aktor/Aktres,ESFJ
Kim Ji-hoon,Entertainment,Aktor/Aktres,ENTP
Kim Ji-won,Entertainment,Aktor/Aktres,ISFJ
Kim Jiwoong (ZEROBASEONE),Entertainment,Aktor/Aktres,INTJ
Kim Joo-ryoung,Entertainment,Aktor/Aktres,ENFJ
Kim Ki-duk,Entertainment,Sutradara Film,INFJ
Kim Min-gyu,Entertainment,Aktor/Aktres,INFJ
Kim Min-hee,Entertainment,Aktor/Aktres,INFP
Kim Min-kyu,Entertainment,Aktor/Aktres,ISTJ
Kim Nam-gil,Entertainment,Aktor/Aktres,ENFP
Kim Novak,Entertainment,Industri Film,ISFP
Kim Ok-bin,Entertainment,Aktor/Aktres,ESTP
Kim Sae-ron,Entertainment,Aktor/Aktres,INFJ
Kim Seo-hyung,Entertainment,Aktor/Aktres,ENFJ
Kim Seon-ho,Entertainment,Aktor/Aktres,INTP
Kim So-hyun,Entertainment,Aktor/Aktres,ISFJ
Kim So-yeon,Entertainment,Aktor/Aktres,ISFP
Kim Soo-hyun,Entertainment,Aktor/Aktres,ISFP
Kim Su-Gyeom,Entertainment,Aktor/Aktres,ISTP
Kim Tae-ri,Entertainment,Aktor/Aktres,ESFP
Kim Won-hae,Entertainment,Aktor/Aktres,ENTP
Kim Woo-bin,Entertainment,Aktor/Aktres,INFJ
Kim Yoo-jung,Entertainment,Aktor/Aktres,INTJ
Kim Young-dae,Entertainment,Aktor/Aktres,INFJ
Kim-Lian van der Meij,Entertainment,Pembawa Acara,ENFP
Kimiko Glenn,Entertainment,Aktor/Aktres,ENFP
Kimlinh Tran,Entertainment,Pengisi Suara,ESFP
Kimmy Jimenez (Smosh),Entertainment,Aktor/Aktres,ESFJ
Kimmy Kimberley Anne Woltemas,Entertainment,Aktor/Aktres,ESFP
Kina Shen,Entertainment,Model,ESFP
King Of Sudan,Entertainment,Komedian,INTJ
Kinryū Arimoto,Entertainment,Pengisi Suara,ESFJ
Kira Buckland,Entertainment,Pengisi Suara,INFP
Kira Kosarin,Entertainment,Aktor/Aktres,ENFP
Kira Muratova,Entertainment,Sutradara Film,INFJ
Kirby Morrow,Entertainment,Pengisi Suara,ENFP
Kiria Malheiros,Entertainment,Aktor/Aktres,ENFP
Kirill Serebrennikov,Entertainment,Sutradara Film,ISFP
Kirk Cameron,Entertainment,Aktor/Aktres,ESFJ
Kirk Douglas,Entertainment,Industri Film,ENTJ
Kirsten Dunst,Entertainment,Aktor/Aktres,ISFJ
Kirsten Vangsness,Entertainment,Aktor/Aktres,ENFP
Kishō Taniyama,Entertainment,Pengisi Suara,ESTP
Kisses Delavin,Entertainment,Aktor/Aktres,ISFP
Kit Connor,Entertainment,Aktor/Aktres,ENFJ
Kit Harington,Entertainment,Aktor/Aktres,ISFP
Kit Young,Entertainment,Aktor/Aktres,ESTP
Kizzy Edgell,Entertainment,Aktor/Aktres,ENFP
Kıvanç Tatlıtuğ,Entertainment,Aktor/Aktres,ISTP
KJ Apa,Entertainment,Aktor/Aktres,ESTP
Kjell Bergqvist,Entertainment,Aktor/Aktres,ESTP
Klaas Heufer-Umlauf,Entertainment,Pembawa Acara,ENTP
Klara Castanho,Entertainment,Aktor/Aktres,ISFP
Klarce Kevin,Entertainment,Aktor/Aktres,ENTP
Klaus Kinski,Entertainment,Aktor/Aktres,ENTJ
Klemen Slakonja,Entertainment,Komedian,ENTP
Ko Sung-hee,Entertainment,Aktor/Aktres,INFP
Kodi Smit-McPhee,Entertainment,Aktor/Aktres,INFP
Kōji Yusa,Entertainment,Pengisi Suara,ENFJ
Kōki Uchiyama,Entertainment,Pengisi Suara,INFP
Koksal Baba,Entertainment,Komedian,ISTP
Konomi Kohara,Entertainment,Pengisi Suara,INFP
Konstantin Khabensky,Entertainment,Aktor/Aktres,ESFJ
Koo Kyo-hwan,Entertainment,Aktor/Aktres,INFP
Korcan Cinemre,Entertainment,Komedian,ENTP
Kormos Anett,Entertainment,Komedian,ENTJ
Kōsuke Toriumi,Entertainment,Pengisi Suara,ENTP
Koughkai (Bungou Pod!),Entertainment,Pembawa Acara,ENFP
Koutaro Nishiyama,Entertainment,Pengisi Suara,ISFP
Kris Aquino,Entertainment,Aktor/Aktres,ESFJ
Kris Kristofferson,Entertainment,Aktor/Aktres,ISTP
Krist Perawat Sangpotirat,Entertainment,Aktor/Aktres,ESTJ
Kristanna Loken,Entertainment,Aktor/Aktres,ESFP
Kristen Bell,Entertainment,Aktor/Aktres,ENFP
Kristen McMenamy,Entertainment,Model,INFP
Kristen Schaal,Entertainment,Aktor/Aktres,ENFP
Kristen Stewart,Entertainment,Aktor/Aktres,ISTP
Kristen Wiig,Entertainment,Aktor/Aktres,ENTP
Kristin Bauer van Straten,Entertainment,Aktor/Aktres,ISFP
Kristin Chenoweth,Entertainment,Aktor/Aktres,ESFJ
Kristin Kreuk,Entertainment,Aktor/Aktres,INFJ
Kristina Alice,Entertainment,Model,INFJ
Kristina Pimenova,Entertainment,Model,ENFP
Kristine Froseth,Entertainment,Aktor/Aktres,INFP
Kristoff Raczynski,Entertainment,Aktor/Aktres,ENTP
Kriti Sanon,Entertainment,Aktor/Aktres,ESFJ
Krysten Ritter,Entertainment,Aktor/Aktres,ENFP
Krysty Wilson-Cairns,Entertainment,Film & TV Crew,ENFP
Krzseś,Entertainment,Pengisi Suara,INTP
Krzysztof Ibisz,Entertainment,Pembawa Acara,ESFJ
Krzysztof Kieślowski,Entertainment,Sutradara Film,INFJ
Ku Hye-sun,Entertainment,Aktor/Aktres,INFP
Kuba Wojewódzki,Entertainment,Pembawa Acara,ENTP
Kubota Masataka,Entertainment,Aktor/Aktres,ISFP
Kumail Nanjiani,Entertainment,Komedian,ENTP
Kunal Nayyar,Entertainment,Aktor/Aktres,ENFP
Kundel,Entertainment,Pengisi Suara,ESTP
Kurachi Reo,Entertainment,Pengisi Suara,INFP
Kuroshima Yuina,Entertainment,Aktor/Aktres,ISFJ
Kurt Krömer,Entertainment,Komedian,ENTP
Kurt Russell,Entertainment,Aktor/Aktres,ESFP
Kurt Sutter,Entertainment,Aktor/Aktres,ESTP
Kwak Dong-Yeon,Entertainment,Aktor/Aktres,ENFP
Kwon Nara,Entertainment,Aktor/Aktres,INTP
"Kyle ""Kale"" MacLachlan",Entertainment,Aktor/Aktres,INFP
Kyle Echarri,Entertainment,Aktor/Aktres,ISFP
Kyle Gallner,Entertainment,Aktor/Aktres,ESFP
Kyle Hebert,Entertainment,Pengisi Suara,ISFJ
Kyle McCarley,Entertainment,Pengisi Suara,ENFP
Kyle Mooney,Entertainment,Aktor/Aktres,INTP
Kylie Bisutti,Entertainment,Model,ISTP
Kylie Padilla,Entertainment,Aktor/Aktres,INFJ
Kyndra Sanchez,Entertainment,Aktor/Aktres,ENFJ
Kyra Sedgwick,Entertainment,Aktor/Aktres,ENFP
Kyung Soo Jin,Entertainment,Aktor/Aktres,ENFJ
Lacey Chabert,Entertainment,Aktor/Aktres,ESFJ
Laetitia Casta,Entertainment,Aktor/Aktres,ISFP
Lagarto Murdock,Entertainment,Komedian,ENTP
Laila Berzins,Entertainment,Pengisi Suara,ENFP
Laís Bodanzky,Entertainment,Sutradara Film,INFP
LaKeith Stanfield,Entertainment,Aktor/Aktres,ISFP
Lala,Entertainment,Aktor/Aktres,ENTP
Lamorne Morris,Entertainment,Aktor/Aktres,ENFP
Lan Yingying,Entertainment,Aktor/Aktres,ESTJ
Lana Condor,Entertainment,Aktor/Aktres,ESFJ
Lana Parrilla,Entertainment,Aktor/Aktres,ESFJ
Lana Turner,Entertainment,Industri Film,ESFP
Lana Wachowski,Entertainment,Sutradara Film,ENFP
Lana Wood,Entertainment,Industri Film,INTP
Lance Barber,Entertainment,Aktor/Aktres,ISFP
Lance Reddick,Entertainment,Aktor/Aktres,ISFJ
Lane Napper,Entertainment,Aktor/Aktres,ESFJ
Lar whiteford,Entertainment,Aktor/Aktres,ESTJ
Lara Flynn Boyle,Entertainment,Aktor/Aktres,ESTJ
Lara Fraser,Entertainment,Komedian,ENTJ
Lara Pulver,Entertainment,Aktor/Aktres,ENTJ
Larisa Guzeyeva,Entertainment,Aktor/Aktres,ESTJ
Larisa Shepitko,Entertainment,Sutradara Film,INFJ
Larissa Manoela,Entertainment,Aktor/Aktres,ESFJ
Larry Biela,Entertainment,Aktor/Aktres,ENTP
Larry David,Entertainment,Komedian,INTP
Larry Gelman,Entertainment,Aktor/Aktres,ENTP
Larry King,Entertainment,Pembawa Acara,ESTJ
Larry Wilmore,Entertainment,Komedian,ENFJ
Lars Mikkelsen,Entertainment,Aktor/Aktres,ISTJ
Lars von Trier,Entertainment,Sutradara Film,INFJ
LaSalle Ishii,Entertainment,Pengisi Suara,ENTP
Lasse Hallström,Entertainment,Sutradara Film,INFJ
Lastochka Cat,Entertainment,Model,ISFP
Laudya Cynthia Bella,Entertainment,Aktor/Aktres,ISFJ
Laura Bailey,Entertainment,Aktor/Aktres,ESFJ
Laura Bell Bundy,Entertainment,Aktor/Aktres,ENFJ
Laura Bozzo,Entertainment,Pembawa Acara,ESTJ
Laura Dern,Entertainment,Aktor/Aktres,ENFJ
Laura Dreyfuss,Entertainment,Aktor/Aktres,ENFP
Laura Felpin,Entertainment,Aktor/Aktres,ENTP
Laura Fraser,Entertainment,Aktor/Aktres,INFP
Laura Freddi,Entertainment,Pembawa Acara,ESFJ
Laura Harrier,Entertainment,Aktor/Aktres,ENFJ
Laura Keller,Entertainment,Model,ESTP
Laura Linney,Entertainment,Aktor/Aktres,ESTJ
Laura Marano,Entertainment,Aktor/Aktres,ESFJ
Laura Menezes,Entertainment,Model,ENFJ
Laura Post,Entertainment,Pengisi Suara,ESTJ
Laura Prepon,Entertainment,Aktor/Aktres,ENTJ
Laura Ramsey,Entertainment,Aktor/Aktres,ENFP
Laura Rauseo,Entertainment,Aktor/Aktres,ISFP
Laura Stahl,Entertainment,Pengisi Suara,ENFJ
Laura Torres,Entertainment,Pengisi Suara,ENFP
Laura Vandervoort,Entertainment,Aktor/Aktres,ESTJ
Lauren Ambrose,Entertainment,Aktor/Aktres,ESFJ
Lauren Bacall,Entertainment,Industri Film,ENTJ
Lauren Cohan,Entertainment,Aktor/Aktres,ENFJ
Lauren German,Entertainment,Aktor/Aktres,ENFP
Lauren Graham,Entertainment,Aktor/Aktres,ENFP
Lauren Kinsella,Entertainment,Aktor/Aktres,INFP
Lauren Landa,Entertainment,Pengisi Suara,INTJ
Lauren Lapkus,Entertainment,Komedian,ENTP
Lauren Lindsey Donzis,Entertainment,Aktor/Aktres,ENFJ
Lauren London,Entertainment,Aktor/Aktres,INFJ
Lauren Lopez,Entertainment,Aktor/Aktres,INFJ
Lauren Ridloff,Entertainment,Aktor/Aktres,ENFJ
Lauren Schmidt Hissrich,Entertainment,Film & TV Crew,ESFJ
Lauren Tom,Entertainment,Pengisi Suara,INTJ
Lauren Tsai,Entertainment,Aktor/Aktres,INFP
Laurence Fishburne,Entertainment,Aktor/Aktres,ESFP
Laurence Fox,Entertainment,Aktor/Aktres,ESTP
Laurence Harvey,Entertainment,Industri Film,ISTP
Laurence Olivier,Entertainment,Industri Film,ENFJ
Laurence Rickard,Entertainment,Aktor/Aktres,ENTP
Laurent Ruquier,Entertainment,Pembawa Acara,ESFJ
Lav Diaz,Entertainment,Sutradara Film,INFJ
Laverne Cox,Entertainment,Aktor/Aktres,ESFJ
Lawrence Kasdan,Entertainment,Film & TV Crew,ISTJ
Lawrence Tierney,Entertainment,Industri Film,ISTP
Lay Talay Sanguandikul,Entertainment,Aktor/Aktres,ENTP
Laz Alonso,Entertainment,Aktor/Aktres,ESTJ
Lázaro Ramos,Entertainment,Aktor/Aktres,ENTP
Lea Michele,Entertainment,Aktor/Aktres,ENFJ
Léa Seydoux,Entertainment,Aktor/Aktres,INFP
Leah Jeffries,Entertainment,Aktor/Aktres,ENFJ
Leah Lewis,Entertainment,Aktor/Aktres,ENFP
Leah Pipes,Entertainment,Aktor/Aktres,ENFP
Leah Remini,Entertainment,Aktor/Aktres,ESTJ
Leandra Leal,Entertainment,Aktor/Aktres,ISFP
Leandro Hassum,Entertainment,Komedian,ENTP
Lee Bo-young,Entertainment,Aktor/Aktres,ENFJ
Lee Byung-hun,Entertainment,Aktor/Aktres,ENTP
Lee Camp,Entertainment,Komedian,ENTP
Lee Chang-dong,Entertainment,Sutradara Film,ENFJ
Lee Do-hyun,Entertainment,Aktor/Aktres,ENTP
Lee Dong-hwi,Entertainment,Aktor/Aktres,INTP
Lee Dong-Wook,Entertainment,Aktor/Aktres,INTJ
Lee Eun-saem,Entertainment,Aktor/Aktres,ISTP
Lee Evans,Entertainment,Aktor/Aktres,ENFP
Lee Ha-nee,Entertainment,Aktor/Aktres,ENFP
Lee Ho-Jung,Entertainment,Aktor/Aktres,ENTJ
Lee Hyun Woo,Entertainment,Aktor/Aktres,ENFP
Lee J. Cobb,Entertainment,Industri Film,ESTJ
Lee Jae-wook,Entertainment,Aktor/Aktres,ESFP
Lee Je-hoon,Entertainment,Aktor/Aktres,ENTP
Lee Jin-Wook,Entertainment,Aktor/Aktres,ENTP
Lee Jong-suk,Entertainment,Aktor/Aktres,ISFJ
Lee Joo Young,Entertainment,Aktor/Aktres,INTP
Lee Joon,Entertainment,Aktor/Aktres,ISFP
Lee Joon-gi,Entertainment,Aktor/Aktres,INFP
Lee Joon-hyuk,Entertainment,Aktor/Aktres,INFP
Lee Jung-jae,Entertainment,Aktor/Aktres,ENFP
Lee Kang-sheng,Entertainment,Aktor/Aktres,INFP
Lee Ki-Woo,Entertainment,Aktor/Aktres,INFJ
Lee Mack,Entertainment,Komedian,ENTP
Lee Marvin,Entertainment,Industri Film,ESTP
Lee Min-ho,Entertainment,Aktor/Aktres,ISTJ
Lee Min-jung,Entertainment,Aktor/Aktres,INFJ
Lee Min-ki,Entertainment,Aktor/Aktres,ISFP
Lee Pace,Entertainment,Aktor/Aktres,INFP
Lee Sae On,Entertainment,Aktor/Aktres,INFP
Lee Sang-woo,Entertainment,Aktor/Aktres,ISTJ
Lee Sang-yoon,Entertainment,Aktor/Aktres,ISTJ
Lee Se-young,Entertainment,Aktor/Aktres,INFJ
Lee Seo-jin,Entertainment,Aktor/Aktres,ISTJ
Lee Seung-gi,Entertainment,Aktor/Aktres,ENTJ
Lee Si-young,Entertainment,Aktor/Aktres,ISTP
Lee Soo-hyuk,Entertainment,Aktor/Aktres,INTJ
Lee Strasberg,Entertainment,Industri Film,ESTJ
Lee Sung-kyung,Entertainment,Aktor/Aktres,ENTP
Lee Taylor,Entertainment,Aktor/Aktres,ISTJ
Lee Van Cleef,Entertainment,Industri Film,ESFJ
Lee Yi-kyung,Entertainment,Aktor/Aktres,ENFP
Lee Yoo-mi,Entertainment,Aktor/Aktres,ENFP
Lee Yu-bi,Entertainment,Aktor/Aktres,ESTJ
Leelee Sobieski,Entertainment,Aktor/Aktres,INFJ
Leigh Francis,Entertainment,Komedian,ESFP
Leigh Whannell,Entertainment,Film & TV Crew,ENFP
Leigh-Allyn Baker,Entertainment,Aktor/Aktres,ISTJ
Leighton Meester,Entertainment,Aktor/Aktres,ISFJ
Leïla Bekhti,Entertainment,Aktor/Aktres,ISFJ
Leila Hatami,Entertainment,Aktor/Aktres,INFJ
Leila Otadi,Entertainment,Aktor/Aktres,ESFJ
Lena Dunham,Entertainment,Aktor/Aktres,ENFP
Lena Headey,Entertainment,Aktor/Aktres,ENTP
Leni Klum,Entertainment,Model,ESFP
Lenny Bruce,Entertainment,Komedian,ENTP
Leo Anthony Gallagher,Entertainment,Komedian,ENTP
Leo Dias,Entertainment,Pembawa Acara,ENFP
Leo Howard,Entertainment,Aktor/Aktres,ENFP
Léo Lins,Entertainment,Komedian,ESTP
Leo Picon,Entertainment,Model,ESTP
Leon Dame,Entertainment,Model,ISFP
Leona Cavalli,Entertainment,Aktor/Aktres,ISFP
Leonard Nimoy,Entertainment,Industri Film,INTP
Leonardo Bittencourt,Entertainment,Aktor/Aktres,ESFP
Leonardo DiCaprio,Entertainment,Aktor/Aktres,ESFP
Leonid Gaidai,Entertainment,Sutradara Film,INTP
Leonid Kanevsky,Entertainment,Pembawa Acara,ISTJ
Leos Carax,Entertainment,Sutradara Film,INTJ
Les Stroud,Entertainment,Pembawa Acara,ISFP
Lesley Lawson (Twiggy),Entertainment,Model,INTP
Lesley-Ann Brandt,Entertainment,Aktor/Aktres,ESFP
